web_scraper_order,web_scraper_start_url,product_link,product_link-href,pagination,pagination-href,item_name,item_brand,item_price,item_description,item_id,item_materials
1762303757-92,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Amens-clothing,SmartwoolPerformance Hike Targeted Cushion Ankle Socks - Men's,https://www.rei.com/product/237033/smartwool-performance-hike-targeted-cushion-ankle-socks-mens,Go to next pageNext,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Amens-clothing&page=2,Smartwool   Performance Hike Targeted Cushion Ankle Socks - Men's,Smartwool,$21.00,"Support your feet through all types of terrain in the men's Smartwool Performance Hike Targeted Cushion ankle socks. Breathable, durable and comfortable, they'll keep your feet happy on the trails.",#237033,55% merino wool/36% recycled nylon/6% nylon/3% elastane
1762303761-93,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Amens-clothing,Darn ToughHiker Boot Full-Cushion Socks - Men's,https://www.rei.com/product/114126/darn-tough-hiker-boot-full-cushion-socks-mens,Go to next pageNext,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Amens-clothing&page=2,Darn Tough   Hiker Boot Full-Cushion Socks - Men's,Darn Tough,$30.00,"From the Pacific Crest Trail to the Appalachian Trail, Darn Tough Hiker Boot full-cushion men's hiking socks absorb the rigors of the singletrack.",#114126,66% merino wool/32% nylon/2% Lycra spandex
1762303763-94,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Amens-clothing,prAnaStretch Zion Standard Pants - Men's,https://www.rei.com/product/243784/prana-stretch-zion-standard-pants-mens,Go to next pageNext,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Amens-clothing&page=2,prAna   Stretch Zion Standard Pants - Men's,prAna,$98.00,"From the office to the outdoors, the versatile men's prAna Stretch Zion Standard pants can take you through the day in Stretch Zion™ fabric, giving you the ideal mix of durability and comfort.",#243784,95% recycled nylon/5% elastane
1762303766-95,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Amens-clothing,SmartwoolPerformance Hike Light Cushion Crew Socks - Men's,https://www.rei.com/product/189299/smartwool-performance-hike-light-cushion-crew-socks-mens,Go to next pageNext,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Amens-clothing&page=2,Smartwool   Performance Hike Light Cushion Crew Socks - Men's,Smartwool,$25.00,"Hike on and on ... and on, thanks to the all-day comfort and durability of the men's Smartwool Performance Hike Light Cushion crew socks. They're packed with fan-favorite tech to keep your feet happy.",#189299,56% Merino wool/13% nylon/28% recycled nylon/3% elastane
1762303768-96,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Awomens-clothing,SmartwoolHike Classic Edition Full Cushion Second Cut Crew Socks,https://www.rei.com/product/243856/smartwool-hike-classic-edition-full-cushion-second-cut-crew-socks,Go to next pageNext,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Awomens-clothing&page=2,Smartwool   Hike Classic Edition Full Cushion Second Cut Crew Socks,Smartwool,$23.00,"An iconic pair, these Smartwool merino socks were reimagined to reduce waste and enhance durability and comfort. They're made to feel good on trail days.",#243856,39% merino wool/33% unknown fiber content mixed fibers/27% nylon/1% elastane
1762303771-97,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Amens-clothing,InjinjiLiner Crew Socks,https://www.rei.com/product/881305/injinji-liner-crew-socks,Go to next pageNext,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Amens-clothing&page=2,Injinji   Liner Crew Socks,Injinji,$12.00,"Wear these light and breathable liner socks under thicker outer socks as a first line of defense against moisture and blisters, or wear them alone as your go-to socks for everyday adventures.",#881305,75% COOLMAX EcoMade polyester / 21% nylon / 4% Lycra spandex
1762303791-98,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Awomens-clothing,REI Co-opActivator Pants - Women's,https://www.rei.com/product/234695/rei-co-op-activator-pants-womens,Go to next pageNext,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Awomens-clothing&page=2,REI Co-op Activator Pants - Women's,REI Co-op ,$99.95 ,What's your perfect pair of trail pants? Wind-resistant and water-repellent? Breathable and stretchy? Plenty of secure pockets? That's the women's REI Co-op Activator soft-shell pants!,#234695,63% nylon/26% polyester/11% spandex (bluesign approved)
1762303818-99,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Awomens-clothing,CotopaxiTech 5-Panel Hat,https://www.rei.com/product/218746/cotopaxi-tech-5-panel-hat,Go to next pageNext,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Awomens-clothing&page=2,Cotopaxi   Tech 5-Panel Hat,Cotopaxi,$35.00,"With side-panel air grommets and an adjustable, nylon strap with clip closure for easy adjustability, the Cotopaxi Tech 5-Panel hat keeps your head cool and comfortable on your warm-weather endeavors.",#218746,Recycled nylon
1762303821-100,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Awomens-clothing,REI Co-opActive Pursuits T-Shirt - Women's,https://www.rei.com/product/222368/rei-co-op-active-pursuits-t-shirt-womens,Go to next pageNext,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Awomens-clothing&page=2,REI Co-op   Active Pursuits T-Shirt - Women's,REI Co-op,$29.95,"Part of the fun of hiking and trail running is the uphill battle. Get your mind open and body prepped for the work with the wicking, quick-drying REI Co-op Active Pursuits women's T-shirt.",#222368,92% polyester/8% spandex (bluesign approved)
1762302737-47,https://www.rei.com/s/hiking-gear-clothes-boots?ir=collection%3Ahiking-gear-clothes-boots&r=category%3Awomens-clothing,Arc'teryxTaema Hoody - Women's,https://www.rei.com/product/203232/arcteryx-taema-hoody-womens,,,Arc'teryx   Taema Hoody - Women's,Arc'teryx,$44.83,"Shield yourself from the fierce summer sun in the women's Arc'teryx Taema Hoody. It's an airy, moisture-wicking layer for hikers, climbers and anyone seeking mountain adventure and freedom to move.",#203232,Phasic LT polyester
1762210483-1,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/245052/salomon-x-ultra-5-gore-tex-low-hiking-shoes-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,Salomon   X Ultra 5 GORE-TEX Low Hiking Shoes - Women's,Salomon,$170.00 ,"Lightweight yet stable, the women's Salomon X Ultra 5 GORE-TEX Low hiking shoes feel agile while offering confident traction, making them as good at charging up hills as they are at tackling descents.",#245052,GORE-TEX
1762210485-2,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/857721/oboz-bridger-mid-waterproof-hiking-boots-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,Oboz   Bridger Mid Waterproof Hiking Boots - Women's,Oboz,$200.00 ,"Pairing classic style with modern tech, these Oboz waterproof hiking boots offer the best of both worlds. All-leather uppers are waterproof and breathable, and the deep lugs give serious grip.",#857721,B-DRY waterproof/breathable membrane; Waterproof nubuck leather/rubber toe cap and heel counter; Nylon mesh
1762210488-3,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/235553/adidas-terrex-free-hiker-gore-tex-20-hiking-shoes-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,adidas   Terrex Free Hiker GORE-TEX 2.0 Hiking Shoes - Women's,adidas,$109.83 ,"Providing lightweight comfort, waterproofing and support to extend your range on the trails, the women's adidas Terrex Free Hiker GORE-TEX 2.0 hiking shoes keep you moving outside, rain or shine.",#235553,GORE-TEX waterproof/breathable membrane; Synthetic/textile
1762210492-5,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/C04513/merrell-moab-speed-2-gore-tex-hiking-shoes-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,Merrell   Moab Speed 2 GORE-TEX Hiking Shoes - Women's,Merrell,$126.73 ,Get out on the trails in wet weather. These Merrell hiking shoes have waterproof GORE-TEX membranes to keep your feet dry on rainy days. A full length rock plate helps you navigate rugged terrain.,#C04513,"GORE-TEX waterproof membrane; Nylon ripstop/TPU; 100% recycled mesh

"
1762210497-7,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/246733/keen-hightrail-waterproof-hiking-shoes-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,KEEN   Hightrail Waterproof Hiking Shoes - Men's,Keen,$145.00 ,Rugged and supportive meets fast and light. The men's KEEN Hightrail Waterproof hiking shoes have an athletic feel while still providing plenty of traction and durability to take on any trail.,#246733,"KEEN.DRY waterproof/breathable membrane

"
1762210499-8,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/223776/the-north-face-hedgehog-3-waterproof-hiking-shoes-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,The North Face   Hedgehog 3 Waterproof Hiking Shoes - Men's,The North Face,$135.00 ,"Offering more underfoot cushioning, a rugged design and waterproof membranes, the men's The North Face Hedgehog 3 Waterproof hiking shoes are great for everything from short strolls to all-day hikes.",#223776,DryVent waterproof/breathable membrane; Leather/synthetic leather/ripstop/spacer mesh
1762210501-9,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/228335/on-cloudhorizon-waterproof-hiking-shoes-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,On   Cloudhorizon Waterproof Hiking Shoes - Women's,On,$200.00 ,Rain shouldn't cancel your hike. Lace up the women's On Cloudhorizon Waterproof hiking shoes and go exploring—their waterproof protection and lightweight cushioning will keep you comfy in wet weather.,#228335,Recycled polyester
1762210509-12,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/154930/counter-assault-bear-deterrent-spray-81-fl-oz,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,Counter Assault   Bear Deterrent Spray - 8.1 fl. oz.,Counter Assault,$49.95 ,"Offering an optimal combination of spray time and distance, the Counter Assault Bear Deterrent pepper spray deploys a high-volume, atomized blast of concentrated spray to deter a bear attack.",#154930,2% capsaicin and related capsaicinoids
1762210521-17,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/242761/on-cloudrock-mid-waterproof-hiking-boots-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,On   Cloudrock Mid Waterproof Hiking Boots - Men's,On,$240.00 ,"Stay light and quick on your feet on day hikes in these waterproof boots from On. They're cushioned, comfortable and agile. An updated construction prevents pressure points for a snug and comfy fit.",#242761,"Cosmo waterproof membrane; 100% recycled polyester
"
1762210526-19,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/242762/on-cloudrock-low-waterproof-hiking-shoes-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,On   Cloudrock Low Waterproof Hiking Shoes - Men's,On,$200.00 ,"Ideal for hikers who pack light and want to move fast on mountainous terrain, the men's On Cloudrock Low Waterproof hiking shoes are cushioned, comfortable and lightweight to keep you feeling agile.",#242762,"Cosmo waterproof membrane; 100% recycled polyester
"
1762210528-20,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/248462/columbia-newton-peak-waterproof-hiking-boots-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,Columbia   Newton Peak Waterproof Hiking Boots - Women's,Columbia,$100.00 ,"Don't let wet weather cancel your hike. With these waterproof Columbia hiking boots, you can get out rain or shine. Omni-Max™ tech underfoot offers lightweight performance, stability and support.",#248462,"Omni-Tech; Suede

"
1762210535-22,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/242583/columbia-global-adventure-bucket-hat-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,Columbia   Global Adventure Bucket Hat - Women's,Columbia,$16.83 ,"A stylish lid that's perfect for travel, the women's Columbia Global Adventure bucket hat is easy to pack—simply roll it up and tuck it away in your purse, pack or luggage.",#242583,58% paper/25% polyester/17% polyethylene
1762210539-24,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/242776/altra-lone-peak-9-waterproof-mid-hiking-boots-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,Altra   Lone Peak 9 Waterproof Mid Hiking Boots - Men's,Altra,$190.00 ,"Whether you're thru-hiking or day trekking, the men's Altra Lone Peak 9 Waterproof Mid hiking boots will help you get to your destination. They have a lightweight feel, ankle support and protection.",#242776,Waterproof bootie construction; Recycled polyester mesh; Altra EGO foam
1762210546-27,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/800705/bens-spray-pump-insect-repellent-30-percent-deet-125-fl-oz,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,Ben's   Spray Pump Insect Repellent - 30 Percent DEET - 1.25 fl. oz,Ben's,$5.95 ,"Ben's 30% DEET insect repellent provides up to 6 hrs. of protection against mosquitoes, ticks, flies, chiggers, fleas and no-see-ums.",#800705,DEET (30%)
1762210548-28,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/245046/salomon-x-ultra-5-mid-gore-tex-hiking-boots-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=2,,Salomon   X Ultra 5 Mid GORE-TEX Hiking Boots - Men's,Salomon,$185.00 ,"Equally comfortable for charging up hills and tackling descents, the men's Salomon X Ultra 5 Mid GORE-TEX hiking boots offer dependable, confidence-boosting traction, so you can explore more trails.",#245046,GORE-TEX; Synthetic/textile
1762210555-31,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/C05004/keen-headout-waterproof-hiking-shoes-mens,,,KEEN   Headout Waterproof Hiking Shoes - Men's,Keen,$100.73 ,These everyday hikers from KEEN have go-anywhere versatility. Waterproof membranes help keep your feet dry in any weather. And suede uppers take you from trail to town with ease.,#C05004,KEEN.DRY waterproof/breathable membrane; Waterproof leather; performance mesh
1762210565-35,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/247514/rei-co-op-multi-towel-mini,,,REI Co-op   Multi Towel Mini,REI Co-op,$9.95 ,Debating whether to tote a small towel on your next hike or backpacking trip? The REI Co-op Multi Towel Mini weighs less than an ounce and saves room in your pack with its compact size.,#247514,70% recycled polyester/15% polyester/15% nylon
1762210570-37,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/245050/salomon-x-ultra-5-mid-gore-tex-hiking-boots-womens,,,Salomon   X Ultra 5 Mid GORE-TEX Hiking Boots - Women's,Salomon,$185.00 ,"Equally comfortable for charging up hills and tackling descents, the women's Salomon X Ultra 5 Mid GORE-TEX hiking boots offer dependable, confidence-boosting traction, so you can explore more trails.",#245050,GORE-TEX
1762210585-43,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/216314/rei-co-op-trailmade-trekking-poles-pair,,,REI Co-op   Trailmade Trekking Poles - Pair,REI Co-op,$79.95 ,Bring extra stability on your next hike. The easily adjustable REI Co-op Trailmade trekking poles put more support on the ground for extra balance on uneven terrain.,#216314,7065 aluminum
1762210599-49,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/237486/merrell-moab-3-mid-waterproof-hiking-boots-womens,,,Merrell   Moab 3 Mid Waterproof Hiking Boots - Women's,Merrell,$170.00 ,"Step into the outdoors with confidence and out-of-the-box comfort in the women's Merrell Moab 3 Mid Waterproof hiking boots. This generation is even softer, grippier and more supportive than before.",#237486,Merrell DRY waterproof membrane; Pig suede leather/mesh
1762210601-50,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/C00944/merrell-speed-eco-mid-waterproof-hiking-boots-womens,,,Merrell   Speed Eco Mid Waterproof Hiking Boots - Women's,Merrell,$104.73 ,Keep your feet comfy and capable on the trail with these waterproof Merrell hiking boots. Recycled materials set these apart from other footwear in the Merrell lineup.,#C00944,Merrell DRY waterproof membrane; Jacquard knit (82% recycled); 100% recycled mesh; Rubber (30% recycled)
1762210610-54,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/251841/merrell-moab-3-mid-hiking-boots-womens,,,Merrell   Moab 3 Mid Hiking Boots - Women's,Merrell,$96.73 ,"Durable, versatile and comfortable right out of the box, the women's Merrell Moab 3 Mid hiking boots have more supportive insoles and more cushioned midsoles than the previous generation.",#251841,Pigskin suede leather/breathable mesh; Recycled Mesh
1762210613-55,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/232589/humangear-gopee-stand-to-pee-device,,,humangear   GoPee Stand-to-Pee Device,humangear,$15.95 ,"Make backcountry bathroom breaks a breeze with the humangear GoPee Stand-to-Pee Device. It quickly converts from a pocket-size rectangle to a sleek, angled funnel with just a few snaps.",#232589,Polypropylene
1762210615-56,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/227953/rei-co-op-flash-22-pack,,,REI Co-op   Flash 22 Pack,REI Co-op,$59.95 ,"Lean, clean and well appointed, the REI Co-op Flash 22 pack is the perfect size for day hikes and done-in-a-day summits. It features a removable sit pad for enjoying those well-earned vistas.",#227953,70-denier recycled ripstop nylon with polyurethane coating (bluesign approved)
1762210618-57,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/100521/whistles-for-life-tri-power-whistle,,,Whistles for LIFE   Tri-Power Whistle,Whistles for LIFE,$8.95 ,This Tri-Power Whistle is an essential piece of safety equipment to have on you during outdoor activities.,#100521,ABS plastic
1762210625-60,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/132219/hart-outdoor-day-hike-first-aid-kit,,,HART Outdoor   Day Hike First-Aid Kit,HART Outdoor,$15.95 ,"Be prepared for the typical needs of 2 people on a short day trip with the compact HART Outdoor Day Hike first-aid kit. Clear compartments keep medical supplies organized, visible and easy to access.",#132219,Polyester/PEVA
1762210957-1,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/C04663/timberland-greenstride-motion6-sneakers-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,Timberland   GreenStride Motion6 Sneakers - Men's,Timberland,$96.73 ,Step into comfort with these Timberland sneakers. They're made with a blend of leather and ReBOTL™ fabric. And they have comfy midsoles made with renewable resources.,#C04663,Premium Timberland leather and ReBOTL fabric; ReBOTL fabric; Rubber
1762210960-2,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/C03869/asolo-eldo-gv-approach-shoes-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,Asolo   Eldo GV Approach Shoes - Men's,Asolo,$141.73 ,"Head to the mountains, the crag or your local park. These Asolo men's approach shoes provide protection and support on days when you'll be spending some time on your feet.",#C03869,Polyester; Molded EVA foam
1762210965-3,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/C03746/keen-versacore-speed-shoes-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,KEEN   Versacore Speed Shoes - Women's,Keen,$97.73 ,Need shoes that can do everything you want to do outside? Here they are. These KEEN all-around athletic hikers can easily go from an outside workout to a day on the trail.,#C03746,Performance mesh
1762210975-4,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/229699/la-sportiva-tx4-evo-mid-gtx-approach-boots-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,La Sportiva   TX4 EVO Mid GTX Approach Boots - Women's,La Sportiva,$239.00 ,"Whether the trail is the objective or just the first step to reach your climb, the women's waterproof La Sportiva TX4 EVO Mid GTX approach boots are built to navigate the technical terrain.",#229699,"Nubuck leather; cushioned tongue with recycled fabric; recycled rubber rand/toe cap; Mythos Lacing System with recycled laces/hooks; Fabric forefoot wrap; Traverse Injection MEMlex with co-molded TPU shank and 7% recycled EVA; ESS Resole platform; Vibram Megagrip rubber with Impact Brake System, Climbing Zone Platform and 3 mm lugs; Recycled air mesh heel; bluesign-certified ePE GORE-TEX Extended Comfort

"
1762210978-5,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/237875/asolo-eldo-lth-gv-approach-shoes-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,Asolo   Eldo LTH GV Approach Shoes - Men's,Asolo,$200.00 ,"Whether you're heading to the mountains, crag or your local park, the men's Asolo Eldo LTH GV approach shoes provide protection and support for days when you'll be spending some time on your feet.",#237875,Water-resistant suede; Molded EVA foam; Vibram MegaGrip rubber; GORE-TEX waterproof/breathable membrane
1762210983-6,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/237631/asolo-eldo-mid-lth-gv-approach-boots-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,Asolo   Eldo Mid LTH GV Approach Boots - Men's,Asolo,$210.00 ,"Ideal for technical approaches, day hikes or weekend overnights, the Asolo Eldo Mid LTH GV men's approach boots balance waterproof protection, lightweight comfort and all-terrain traction.",#237631,Water-resistant suede; Molded EVA foam; Vibram MegaGrip rubber; GORE-TEX waterproof/breathable membrane
1762210992-8,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/246561/aku-rock-dfs-ii-gtx-approach-shoes-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,AKU   Rock DFS II GTX Approach Shoes - Men's,Aku,$200.00 ,"Designed with the AKU-exclusive Dual Fit System, the men's AKU Rock DFS II GTX Approach Shoes deliver both maximum comfort during your approach and a high-performance fit while climbing or scrambling.",#246561,Leather/synthetic microfiber
1762211003-12,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/C05268/the-north-face-hedgehog-3-mid-waterproof-boots-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,The North Face   Hedgehog 3 Mid Waterproof Boots - Women's,The North Face,$108.73 ,"An update to a classic, these women's boots from The North Face offer more cushioning underfoot. They have a rugged design and a waterproof DryVent™ membrane, which make them perfect for hiking.",#C05268,Leather/synthetic leather/durable ripstop/spacer mesh; DryVent waterproof membrane; EVA
,,,,,,,,,,,
1762211010-14,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/239259/la-sportiva-tx-guide-leather-approach-shoes-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,La Sportiva   TX Guide Leather Approach Shoes - Women's,La Sportiva,$97.73 ,"Speed and comfort marry durability and stability in La Sportiva TX Guide Leather approach shoes for women. They can travel on nearly any terrain whether you're climbing, running, hiking or walking.",#239259,Nubuck/rough-out leather; heel and toe caps: polyurethane Tech-Lite
1762211013-15,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/249771/arcteryx-konseal-approach-shoes-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,Arc'teryx   Konseal Approach Shoes - Women's,Arc'teryx,$190.00 ,"Rugged trails or 4th-class climbing, these Arc'teryx approach shoes are up for it. The outsoles can smear up slabs and descend softer ground. Carbon-fiber midsole shanks add stability.",#249771,Nubuck leather; Compressed EVA
1762211016-16,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/246018/scarpa-rapid-lt-approach-shoes-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,Scarpa   Rapid LT Approach Shoes - Women's,Scarpa,$169.00 ,"Trail-ready and approach-capable, the Scarpa Rapid LT women's shoes combine the friction of Vibram® Megagrip soles withe the lightweight, breathable support of knit uppers with full-perimeter rands.",#246018,Polyester mesh; TPU overlays
1762211019-17,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/229697/la-sportiva-tx4-evo-mid-gtx-approach-boots-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,La Sportiva   TX4 EVO Mid GTX Approach Boots - Men's,La Sportiva,$239.00 ,"Whether the trail is the objective or just the first step to reach your climb, the men's La Sportiva TX4 EVO Mid GTX waterproof approach boots are built to navigate the technical terrain.",#229697,"Nubuck leather; cushioned tongue with recycled fabric; recycled rubber rand/toe cap; Mythos Lacing System with recycled laces/hooks; Fabric forefoot wrap; Traverse Injection MEMlex with co-molded TPU shank and 7% recycled EVA; ESS Resole platform; Vibram Megagrip rubber with Impact Brake System, Climbing Zone Platform and 3 mm lugs; Recycled air mesh heel; bluesign-certified ePE GORE-TEX Extended Comfort

"
1762211021-18,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/165425/la-sportiva-tx-guide-approach-shoes-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,La Sportiva   TX Guide Approach Shoes - Women's,La Sportiva,$199.00 ,"Built to move fast and light on vertical terrain, the women's La Sportiva TX Guide approach shoes draw inspiration from speedy trail runners and techy rock shoes for support, comfort and grip.",#165425,"Ultra-weave jacquard textile/thermoplastic polyurethane reinforcements

"
1762211030-21,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/179279/keen-revel-iv-high-polar-boots-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,KEEN   Revel IV High Polar Boots - Men's,Keen,$210.00 ,"Don't let wild weather keep you indoors. Your feet will love the warmth and waterproof protection of the men's KEEN Revel IV High Polar boots, rated to -40°F for comfort in extreme cold.",#179279,KEEN.DRY waterproof breathable membrane
1762211035-23,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/C04667/timberland-motion-access-low-lace-up-sneakers-womens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,Timberland   Motion Access Low Lace-Up Sneakers - Women's,Timberland,$89.73 ,Make your way from city to trail in these Timberland Motion Access sneakers. They feature a supportive TimberCush™ comfort system and TimberGrip™ lug outsoles. And they are made with recycled fabric.,#C04667,ReBOTL fabric
1762211046-27,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/255394/salewa-wildfire-edge-approach-shoes-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=104,,Salewa   Wildfire Edge Approach Shoes - Men's,Salewa,$125.73 ,"Switch between hiking and climbing modes to tackle any terrain in these technical approach shoes from Salewa. They provide a precise yet flexible fit, good support and aggressive grip.",#255394,Exa Shell over-injected 3D cage; 1.6 mm suede leather
1762212279-31,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/245849/la-sportiva-prodigio-hike-gtx-hiking-shoes-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=3,,La Sportiva   Prodigio Hike GTX Hiking Shoes - Men's,La Sportiva,$199.00 ,"Designed for hikers who want to move efficiently across rugged trails and mountain terrain, the men's La Sportiva Prodigio Hike GTX shoes are your ticket to exploring new trails.",#245849,bluesign-certified ePE GORE-TEX Extended Comfort membrane
1762212281-32,https://www.rei.com/s/hiking-gear-clothes-boots,,https://www.rei.com/product/209430/cotopaxi-subo-pants-mens,https://www.rei.com/s/hiking-gear-clothes-boots?page=3,,Cotopaxi   Subo Pants - Men's,Cotopaxi,$44.83 ,"Lightweight and movement-friendly, the Cotopaxi Subo men's pants are constructed from a sun-protective, water-resistant fabric to help you climb higher no matter your pursuit.",#209430,90% recycled nylon/10% spandex
